X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10
66,56,56,71,79,50,1,275218.52,-38.377720609370506,0.016299357208448117,-0.022182898303173836,1.3639069264069263,4026.0,-5607.788109873366,1.6074617346938775,56.0,183.83928571428572
67,55,55,72,73,43,1,217971.90697674418,-38.33725511311553,0.01603920695032301,-0.0678641203610947,1.4067842605156038,4003.0,-5254.749957669446,1.7137190082644627,55.0,183.27272727272728
67,59,56,71,76,48,1,266254.6666666666,-36.29408488044897,0.01666374948286287,-0.03002465577784409,1.343550106609808,4237.0,-5394.772530205413,1.5257263922518158,59.0,181.30357142857142
68,56,55,72,70,42,1,201648.6666666667,-36.720113673074806,0.015854042151620007,-0.1783591223452752,1.3860962566844919,4074.0,-5038.732650924064,1.6831168831168832,56.0,180.65454545454546
68,56,56,71,78,48,1,267269.75,-40.04798922450767,0.015354671280276816,-0.026417662851706724,1.3237920168067228,4024.0,-5536.753046813125,1.6074617346938775,56.0,185.10714285714286
68,57,55,72,73,44,1,226305.63636363638,-36.534267539821435,0.016137150047184648,-0.06178421540995743,1.3860962566844919,4148.0,-5254.732545856179,1.6535885167464115,57.0,184.5818181818182
68,57,55,73,74,44,1,229311.54545454547,-36.26217713864068,0.016361277131173323,-0.062431462014864575,1.4248663101604278,4205.0,-5400.732552510416,1.6998405103668262,57.0,188.47272727272727
68,57,57,70,74,46,1,250106.34782608695,-40.65559846493147,0.015138408304498271,-0.03880549297349533,1.264189886480908,4036.0,-5178.775789417014,1.5081563558017852,57.0,174.3859649122807
68,57,57,71,76,46,1,260869.95652173914,-40.78830872353103,0.015354671280276816,-0.03505276142393839,1.3005675954592364,4093.0,-5394.775802101362,1.5515543244075103,57.0,179.3684210526316
68,60,65,74,91,61,1,436662.16393442627,-44.42549970433078,0.014772424807026882,-0.011816248575886206,1.238914027149321,4501.0,-6732.921936958383,1.4041025641025642,60.0,181.01538461538462
69,56,57,50,54,48,1,180808.25,-47.653292863902266,0.010317749846154982,-0.02630499336253689,0.6356470887363336,2848.0,-2698.7569213627985,0.7832080200501254,56.0,107.89473684210526
69,56,57,50,56,46,1,193323.04347826086,-49.666648114195915,0.010317749846154982,-0.023091924942019813,0.6356470887363336,2846.0,-2798.757575963772,0.7832080200501254,56.0,109.64912280701755
69,56,59,51,60,47,1,223322.48936170212,-52.70519593092342,0.010167355526363568,-0.018511584693659683,0.638909358879882,2903.0,-3058.798814977564,0.7872276029055689,56.0,111.50847457627118
69,60,61,82,81,51,1,283963.17647058825,-37.39980951335837,0.01694092369353456,-0.08489427480818719,1.5975291043003088,4971.0,-6640.838675204082,1.8371584699453551,60.0,201.63934426229508
69,60,62,82,80,50,1,280402.0,-38.707332877611286,0.01666768298880013,-0.13808704186467832,1.5717625058438522,4970.0,-6558.857416230942,1.80752688172043,60.0,197.06451612903226
70,56,58,51,57,47,1,199914.82978723405,-50.8196715979026,0.010049261083743842,-0.023432854422576022,0.64064039408867,2903.0,-2905.7611451991957,0.8008004926108374,56.0,111.67241379310344
70,57,56,72,76,46,1,252458.08695652176,-39.7262135959265,0.014956268221574346,-0.03786821399975024,1.3224489795918366,4150.0,-5470.7185317111625,1.6240601503759398,57.0,187.71428571428572
70,57,57,71,78,49,1,276668.55102040817,-41.34045922327965,0.014489795918367347,-0.02578758451042699,1.263408521303258,4096.0,-5536.739773605417,1.5515543244075103,57.0,184.35087719298247
70,57,59,51,59,47,1,220409.72340425535,-52.34258569410594,0.010055344171566932,-0.019659287483202875,0.6297820823244552,2954.0,-3007.7824089484316,0.7734165923282784,57.0,111.50847457627118
70,57,60,52,62,50,1,242050.4,-52.03921284650699,0.010081632653061225,-0.016443186826398955,0.6438095238095239,3014.0,-3222.80153456716,0.7906432748538011,57.0,114.4
70,58,59,66,68,50,1,235008.72,-42.44159977506732,0.013241093047388448,-0.04159077160075505,1.0547215496368039,3878.0,-4486.782094410367,1.272939801285798,58.0,154.3728813559322
70,58,59,67,68,49,1,231044.9591836735,-42.18649741210222,0.013441715669318576,-0.05217848056130816,1.0869249394673124,3935.0,-4554.782394532124,1.3118059614260666,58.0,156.71186440677965
70,58,63,66,80,60,1,349132.6666666666,-46.21122603111465,0.012400388726919339,-0.011033419103860036,0.9877551020408163,3888.0,-5278.85560794533,1.1921182266009853,58.0,157.14285714285714
70,58,63,67,80,59,1,344462.9322033899,-46.258084646367834,0.012588273404599936,-0.013037565657306007,1.0179138321995465,3945.0,-5358.855888062505,1.2285166940339356,58.0,159.52380952380952
70,59,58,68,70,50,1,241988.0,-39.65475935776652,0.014116819141449684,-0.03922778060193935,1.1389162561576354,4062.0,-4758.761928803794,1.3512565751022794,59.0,164.13793103448276
70,59,58,69,70,50,1,237957.0,-38.97808425727871,0.014324419422941591,-0.045221306543290145,1.1726600985221676,4121.0,-4828.76192887271,1.391291642314436,59.0,166.55172413793105
70,59,59,67,69,51,1,242703.4705882353,-40.94116276250833,0.013673469387755103,-0.03853437491751765,1.0869249394673124,4004.0,-4621.782332222101,1.2895719620798622,59.0,157.84745762711864
70,59,60,71,70,43,1,237017.7441860465,-43.243418374613356,0.014248299319727892,-0.14056423823897643,1.200238095238095,4232.0,-4968.804685315778,1.4240112994350282,59.0,165.66666666666666
70,59,61,63,74,46,1,305843.8695652174,-51.23251586998308,0.01243559718969555,-0.019330882986531024,0.9295081967213116,3763.0,-4660.82317091018,1.1028063350930815,59.0,148.72131147540983
70,59,62,63,74,46,1,310090.82608695654,-52.75602878522036,0.012235023041474655,-0.0195513918972349,0.9145161290322581,3763.0,-4660.841885858805,1.0850191361399673,59.0,146.32258064516128
70,59,62,63,74,47,1,310275.72340425535,-52.04396756574202,0.012235023041474655,-0.01942506161844391,0.9145161290322581,3764.0,-4660.841603236103,1.0850191361399673,59.0,146.32258064516128
70,59,62,63,75,46,1,318464.0869565217,-53.14701528778392,0.012235023041474655,-0.018198245001468615,0.9145161290322581,3763.0,-4723.841891756971,1.0850191361399673,59.0,147.33870967741936
70,59,62,68,78,58,1,323859.4482758621,-43.95810383685293,0.013206056616194865,-0.014960217596487047,1.0654377880184331,4070.0,-5302.838534172087,1.2640787315472937,59.0,162.32258064516128
70,59,63,67,78,59,1,332984.22033898305,-45.17541825441641,0.012805312601230969,-0.014046518622306364,1.0179138321995465,4012.0,-5224.856431745353,1.2076943771859028,59.0,157.3968253968254
70,60,58,86,77,50,1,220655.58000000002,-29.763899922797886,0.018156228008444755,0.1834675451276199,1.8216748768472906,5210.0,-6620.762480050243,2.125287356321839,60.0,217.9655172413793
70,60,60,82,78,49,1,255208.85714285713,-35.86928675645243,0.01673469387755102,-0.3545309976431739,1.6009523809523811,4969.0,-6394.803480233225,1.8677777777777778,60.0,202.26666666666668
70,60,60,82,80,50,1,271058.0,-36.44065296023712,0.01673469387755102,-0.10995222824414241,1.6009523809523811,4970.0,-6558.803204618753,1.8677777777777778,60.0,205.0
70,60,61,67,73,48,1,286088.6041666666,-45.90495540836972,0.013449314151890263,-0.03008462507408022,1.0512880562060891,4068.0,-4889.823082746447,1.2265027322404372,60.0,157.0655737704918
70,60,62,68,76,57,1,312174.6666666666,-43.242018746910134,0.013429888084265965,-0.018107481804961703,1.0654377880184331,4137.0,-5166.839334474951,1.243010752688172,60.0,160.1290322580645
70,60,64,73,84,55,1,368451.1818181818,-46.32313584140572,0.013966836734693877,-0.01988337019460606,1.1895089285714286,4435.0,-6130.875668039033,1.3877604166666666,60.0,175.65625
70,61,61,86,79,51,1,253703.88235294117,-33.70438501760521,0.017551020408163264,0.3219646532645696,1.7320843091334894,5297.0,-6792.822759941619,1.987637731792529,61.0,210.0655737704918
71,57,59,52,60,50,1,224368.0,-50.66701595471178,0.009965738570837776,-0.018399504651621452,0.6455001193602291,3014.0,-3118.764551767217,0.8040440083258995,57.0,115.45762711864407
