X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
66,56,56,71,79,50,1,1.42,2.6995658904061437,-1.4598660596378032,-1.4964555192605746,29.0,0.045385913228406446,71.0,57.17857142857143,-27.72
67,55,55,72,73,43,1,1.6744186046511629,2.9759913757360805,-1.7433413459880682,-1.7642546817851819,30.0,0.06692455153296506,72.0,56.21818181818182,-45.18604651162791
67,59,56,71,76,48,1,1.4791666666666667,2.7495009431877153,-1.6640519713289001,-1.536495838740581,28.0,0.04641684084991114,71.0,57.19642857142857,-32.10416666666667
68,56,55,72,70,42,1,1.7142857142857142,2.9753579588837265,-1.9349230574187013,-1.7795636755877697,28.0,0.06754129972854288,72.0,56.236363636363635,-48.57142857142857
68,56,56,71,78,48,1,1.4791666666666667,2.7911523390815556,-1.5034399939812657,-1.5134854992217543,30.0,0.04881917602019761,71.0,57.214285714285715,-32.58333333333334
68,57,55,72,73,44,1,1.6363636363636365,2.908403797095406,-1.8058963611789958,-1.699156055495294,29.0,0.05970639672208046,72.0,56.236363636363635,-43.27272727272728
68,57,55,73,74,44,1,1.6590909090909092,2.931135055355819,-1.794894879719848,-1.7473929076392778,30.0,0.06209292955182986,73.0,56.236363636363635,-44.81818181818183
68,57,57,70,74,46,1,1.5217391304347827,2.8472018274401285,-1.64884111544129,-1.534409121649541,28.0,0.05157391260515661,70.0,58.19298245614035,-35.47826086956522
68,57,57,71,76,46,1,1.5434782608695652,2.890687232037128,-1.5952108787505972,-1.5796699807344572,30.0,0.05400362071068345,71.0,58.19298245614035,-36.95652173913044
68,60,65,74,91,61,1,1.2131147540983607,2.5571130405442264,-1.146292263496665,-1.2934839294571578,30.0,0.03229050064196824,74.0,66.04615384615384,-14.491803278688522
69,56,57,50,54,48,1,1.0416666666666667,2.3118634282268884,-1.8795621156375595,-0.7282416922584518,6.0,0.018180554856259416,50.0,58.21052631578947,-2.875
69,56,57,50,56,46,1,1.0869565217391304,2.455795723192908,-1.7615156747488103,-0.7615986786443399,10.0,0.02128193558153595,50.0,58.21052631578947,-6.0
69,56,59,51,60,47,1,1.0851063829787233,2.5312203409403837,-1.5682791207111644,-0.7767043068097045,13.0,0.02271723204793066,51.0,60.16949152542373,-5.8723404255319025
69,60,61,82,81,51,1,1.607843137254902,2.7838485256294034,-1.7888557641987086,-1.8750601016873725,30.0,0.05850262681863609,82.0,62.131147540983605,-41.941176470588246
69,60,62,82,80,50,1,1.64,2.8394835193643964,-1.8206990652898045,-1.912385890541583,30.0,0.062226445261805305,82.0,63.11290322580645,-44.16
70,56,58,51,57,47,1,1.0851063829787233,2.446111433704787,-1.7357175147372754,-0.7645635169978117,10.0,0.02118594645288948,51.0,59.206896551724135,-5.957446808510625
70,57,56,72,76,46,1,1.565217391304348,2.8689546908753876,-1.6504400440276457,-1.578586159357873,30.0,0.05328415566313708,72.0,57.25,-39.56521739130436
70,57,57,71,78,49,1,1.4489795918367347,2.7546026765633465,-1.520032336828694,-1.4398969079686563,29.0,0.04472235113637326,71.0,58.228070175438596,-31.42857142857143
70,57,59,51,59,47,1,1.0851063829787233,2.509937942194199,,-0.76545790103751,12.0,0.021793320411089872,51.0,60.186440677966104,-5.957446808510625
70,57,60,52,62,50,1,1.04,2.4394321067778266,-1.5299051324121757,-0.7483425380536608,12.0,0.019815268723880855,52.0,61.166666666666664,-2.799999999999997
70,58,59,66,68,50,1,1.32,2.5394785708043663,-1.79236178281997,-1.2139392650443666,18.0,0.0335911223146887,66.0,60.186440677966104,-22.400000000000006
70,58,59,67,68,49,1,1.3673469387755102,2.59127698110784,-1.8315499116485645,-1.2772375346641587,19.0,0.036782337269226494,67.0,60.186440677966104,-25.714285714285708
70,58,63,66,80,60,1,1.1,2.3830449002081067,-1.2617700814529402,-1.0121605792211192,20.0,0.023603872396419177,66.0,64.11111111111111,-7.0
70,58,63,67,80,59,1,1.1355932203389831,2.4234227365358043,-1.2867468593858906,-1.0611535390850821,21.0,0.025648816404473695,67.0,64.11111111111111,-9.491525423728817
70,59,58,68,70,50,1,1.36,2.5595065807016266,-1.8141511259450949,-1.2906739485322487,20.0,0.03533868215065476,68.0,59.206896551724135,-25.200000000000003
70,59,58,69,70,50,1,1.38,2.5595065807016266,-1.854447217801575,-1.3291460396763641,20.0,0.036500998561260684,69.0,59.206896551724135,-26.599999999999994
70,59,59,67,69,51,1,1.3137254901960784,2.509325521184799,-1.8099671086687021,-1.2270889408765795,18.0,0.032564140225204166,67.0,60.186440677966104,-21.960784313725483
70,59,60,71,70,43,1,1.6511627906976745,3.0223663421636284,-1.8961669309167786,-1.640896127159736,27.0,0.06183921638078099,71.0,61.166666666666664,-45.58139534883722
70,59,61,63,74,46,1,1.3695652173913044,2.9340753613794637,-1.4223198031135944,-1.2055634629425958,28.0,0.040860842043628456,63.0,62.14754098360656,-25.86956521739131
70,59,62,63,74,46,1,1.3695652173913044,2.9557930468472917,-1.4104424242852416,-1.205301440890228,28.0,0.04167768172701009,63.0,63.12903225806452,-25.86956521739131
70,59,62,63,74,47,1,1.3404255319148937,2.8929408221150075,-1.4108939614415332,-1.1792098814550915,27.0,0.03924034965315655,63.0,63.12903225806452,-23.829787234042556
70,59,62,63,75,46,1,1.3695652173913044,2.9775365990560276,-1.374404324673091,-1.2056678112644843,29.0,0.04185531073411296,63.0,63.12903225806452,-25.86956521739131
70,59,62,68,78,58,1,1.1724137931034482,2.413476921891368,-1.414751929444001,-1.1121188290708017,20.0,0.026570442312873362,68.0,63.12903225806452,-12.068965517241367
70,59,63,67,78,59,1,1.1355932203389831,2.3895236749539084,-1.3749365127188478,-1.0607217685723622,19.0,0.02486245890374204,67.0,64.11111111111111,-9.491525423728817
70,60,58,86,77,50,1,1.72,2.6995314595417694,-2.2528456687838037,-2.0741064299108065,27.0,0.06293998588045656,86.0,59.206896551724135,-50.39999999999999
70,60,60,82,78,49,1,1.6734693877551021,2.8157940574426434,-1.9600871438574201,-1.923814822173654,29.0,0.06199155720135562,82.0,61.166666666666664,-47.14285714285715
70,60,60,82,80,50,1,1.64,2.799509208826451,-1.8551892465022595,-1.8856462909640326,30.0,0.05956009846930744,82.0,61.166666666666664,-44.8
70,60,61,67,73,48,1,1.3958333333333333,2.791059100899502,-1.6140723245094744,-1.3067035099561257,25.0,0.040735455714744684,67.0,62.14754098360656,-27.70833333333333
70,60,62,68,76,57,1,1.1929824561403508,2.4207155765008666,-1.5132096503458532,-1.131443293040588,19.0,0.02700546896872645,68.0,63.12903225806452,-13.508771929824562
70,60,64,73,84,55,1,1.3272727272727274,2.690521003245483,-1.3432210268155624,-1.3556686850257267,29.0,0.03818801953980708,73.0,65.09375,-22.90909090909092
70,61,61,86,79,51,1,1.6862745098039216,2.7446277341669214,-2.0976820500350444,-2.0333839529437703,28.0,0.06218157894241981,86.0,62.14754098360656,-48.03921568627452
71,57,59,52,60,50,1,1.04,2.379435348429689,-1.6389456184715065,-0.7372484635876783,10.0,0.018715615453312243,52.0,60.20338983050848,-2.8400000000000034
71,57,60,51,61,50,1,1.02,2.4194217750958686,-1.5444025689779353,-0.7090593372773515,11.0,0.018589049304424298,51.0,61.18333333333333,-1.4200000000000017
71,58,58,49,58,49,1,1.0,2.366756283745933,,-0.667178699896725,9.0,0.016563996349665166,49.0,59.224137931034484,0.0
71,58,59,51,57,46,1,1.108695652173913,2.520970877140066,-1.7816671992689765,-0.770850477454674,11.0,0.022093297770444425,51.0,60.20338983050848,-7.717391304347828
71,58,61,63,74,48,1,1.3125,2.811877867075472,-1.4036385153090447,-1.137897476393669,26.0,0.03638447747399174,63.0,62.16393442622951,-22.1875
71,58,63,57,67,51,1,1.1176470588235294,2.5484600584875223,-1.471673948919691,-0.8717933587434026,16.0,0.024442178815645088,57.0,64.12698412698413,-8.352941176470594
71,58,63,64,75,49,1,1.3061224489795917,2.8157160162507875,-1.3732934689663359,-1.1500591159160958,26.0,0.03715548300386292,64.0,64.12698412698413,-21.73469387755101
71,59,57,71,68,41,1,1.7317073170731707,3.0478013207461094,-2.066002152991617,-1.6984436578052768,27.0,0.06487481367447545,71.0,58.24561403508772,-51.951219512195124
71,59,58,69,68,43,1,1.6046511627906976,2.9293762544026296,-1.9592452489771948,-1.5271083949564837,25.0,0.05421389144477001,69.0,59.224137931034484,-42.93023255813954
71,59,59,67,69,52,1,1.2884615384615385,2.4610872205377943,-1.8124573528308783,-1.186149448329066,17.0,0.030360984766610956,67.0,60.20338983050848,-20.48076923076924
71,59,62,62,75,48,1,1.2916666666666667,2.8535358337374395,,-1.1022430951028748,27.0,0.03533218876635127,62.0,63.145161290322584,-20.708333333333343
71,59,62,63,74,47,1,1.3404255319148937,2.8929340053634784,-1.4142085709434773,-1.162601291575442,27.0,0.03867344476575055,63.0,63.145161290322584,-24.170212765957444
71,59,63,56,68,53,1,1.0566037735849056,2.4712171700375487,-1.4262401803267666,-0.8095303611107358,15.0,0.02081991953057404,56.0,64.12698412698413,-4.018867924528294
71,59,64,73,88,56,1,1.3035714285714286,2.7139221260022133,-1.205554209205249,-1.3134012465446743,32.0,0.037218682773093675,73.0,65.109375,-21.55357142857143
71,60,63,57,70,54,1,1.0555555555555556,2.4625227518940154,-1.4028878768366284,-0.824059047339907,16.0,0.020438295335682956,57.0,64.12698412698413,-3.944444444444443
71,60,63,63,70,46,1,1.3695652173913044,2.890534183491613,,-1.1868704792603961,24.0,0.04037717116955447,63.0,64.12698412698413,-26.23913043478261
71,60,63,64,72,47,1,1.3617021276595744,2.8716350411913742,-1.5334747570917666,-1.1993709981924703,25.0,0.03975054546807343,64.0,64.12698412698413,-25.68085106382979
71,60,63,66,81,59,1,1.11864406779661,2.440376164478448,-1.2747474602900928,-1.0157577250273606,22.0,0.02377854151628226,66.0,64.12698412698413,-8.423728813559322
71,60,64,73,86,55,1,1.3272727272727274,2.7268850726335807,-1.2833145706230138,-1.3372290477607502,31.0,0.038045101215183987,73.0,65.109375,-23.23636363636365
71,60,65,74,90,56,1,1.3214285714285714,2.767489791759656,-1.182299427970036,-1.3504821155135698,34.0,0.03869409897419829,74.0,66.0923076923077,-22.82142857142857
71,61,59,87,79,49,1,1.7755102040816326,2.8158130872712053,-2.1821446203336516,-2.1375711053538367,30.0,0.06838156195995618,87.0,60.20338983050848,-55.06122448979592
71,61,62,85,79,49,1,1.7346938775510203,2.876988396311405,-2.0281426654879464,-2.0390975982151884,30.0,0.06768399586000881,85.0,63.145161290322584,-52.16326530612244
72,56,58,50,57,48,1,1.0416666666666667,2.3951720307773603,-1.7036264193940347,-0.6989858496423356,9.0,0.01854496801843543,50.0,59.241379310344826,-3.0
72,57,59,52,61,51,1,1.0196078431372548,2.3524134806682877,-1.5952860889820375,-0.7128729104716764,10.0,0.017561050973950967,52.0,60.220338983050844,-1.411764705882348
72,59,60,70,70,42,1,1.6666666666666667,3.094251811908563,-1.8556009686389605,-1.5881051486856415,28.0,0.062256753968423374,70.0,61.2,-48.0
72,59,61,59,65,43,1,1.372093023255814,2.929262655162649,-1.675697607652735,-1.096700305736874,22.0,0.03970722088700096,59.0,62.18032786885246,-26.79069767441861
72,59,62,58,68,55,1,1.0545454545454545,2.3632229102795166,-1.5031087325341324,-0.8253652602327471,13.0,0.019448822073198747,58.0,63.16129032258065,-3.9272727272727224
72,59,62,60,69,51,1,1.1764705882352942,2.568091940711644,-1.5231524147532542,-0.9546282380811926,18.0,0.026295313517357713,60.0,63.16129032258065,-12.705882352941174
72,59,63,57,69,52,1,1.0961538461538463,2.5379460508499396,-1.420608997171529,-0.843824744509676,17.0,0.022706026981533397,57.0,64.14285714285714,-6.923076923076934
72,60,62,56,62,42,1,1.3333333333333333,2.951282954866221,,-1.010026823831652,20.0,0.03785568815646986,56.0,63.16129032258065,-24.0
72,60,62,57,65,42,1,1.3571428571428572,3.0227366601652874,-1.6183792577666678,-1.0480337060743612,23.0,0.03989948014528141,57.0,63.16129032258065,-25.714285714285722
72,60,63,57,66,53,1,1.0754716981132075,2.4334743546176196,-1.5665531196329239,-0.8267943383609481,13.0,0.0206112307730952,57.0,64.14285714285714,-5.433962264150949
72,60,63,67,78,52,1,1.2884615384615385,2.7110557865172122,-1.4003833019268905,-1.1724379753904803,26.0,0.033816241245004784,67.0,64.14285714285714,-20.769230769230774
72,60,63,68,76,50,1,1.36,2.7794398645567626,-1.5023914480072595,-1.2562628151417925,26.0,0.03854986619809946,68.0,64.14285714285714,-25.92
72,60,63,69,76,50,1,1.38,2.7794398645567626,-1.5331993008907372,-1.2937092876158829,26.0,0.03983431172247365,69.0,64.14285714285714,-27.359999999999985
72,60,64,58,68,53,1,1.0943396226415094,2.490070503057197,-1.5024394970899158,-0.8568265581887293,15.0,0.022201677162304506,58.0,65.125,-6.7924528301886795
72,61,63,87,81,56,1,1.5535714285714286,2.5710658740982213,-1.9905779897271962,-1.8405393819519131,25.0,0.04995944989586753,87.0,64.14285714285714,-39.85714285714286
72,62,62,58,65,42,1,1.380952380952381,3.0227588527280855,-1.7057032943088326,-1.0862294896954727,23.0,0.04003661508285931,58.0,63.16129032258065,-27.42857142857143
72,62,62,62,64,50,1,1.24,2.519421986112327,,-1.0394108558042165,14.0,0.02713054334138526,62.0,63.16129032258065,-17.28
72,62,62,87,81,54,1,1.6111111111111112,2.647751797608077,-2.0383948751035845,-1.9103840160053283,27.0,0.05368839371137487,87.0,63.16129032258065,-44.0
73,59,60,69,75,49,1,1.4081632653061225,2.754538143047564,-1.5920631075147396,-1.3024890321425375,26.0,0.039870839057536786,69.0,61.21666666666667,-29.795918367346943
73,59,61,58,67,45,1,1.288888888888889,2.843619686884388,-1.5554750247611941,-0.9984218210953922,22.0,0.03344912764857705,58.0,62.19672131147541,-21.08888888888889
73,59,62,57,70,56,1,1.0178571428571428,2.3567565123068435,-1.3997389127236717,-0.772411145075813,14.0,0.01779528513248933,57.0,63.17741935483871,-1.3035714285714306
73,59,63,56,68,54,1,1.037037037037037,2.425466985437512,-1.4337624666790716,-0.7725308563202801,14.0,0.019148658203869334,56.0,64.15873015873017,-2.7037037037036953
73,59,63,57,67,53,1,1.0754716981132075,2.4523365567269306,-1.5031515973983707,-0.8156035071252099,14.0,0.02084476322468474,57.0,64.15873015873017,-5.509433962264154
73,60,58,54,48,32,1,1.6875,3.3096349263844553,-2.6729207531343655,-1.218680328022966,16.0,0.06554225784498076,54.0,59.258620689655174,-50.1875
73,60,62,61,65,51,1,1.196078431372549,2.489645091389145,-1.769709233358744,-0.9721236079625836,14.0,0.025466633538436055,61.0,63.17741935483871,-14.313725490196077
73,61,63,58,66,54,1,1.0740740740740742,2.388431940058746,-1.62858988761816,-0.8288955925298571,12.0,0.019609487124614102,58.0,64.15873015873017,-5.407407407407419
73,61,63,85,82,51,1,1.6666666666666667,2.8426318281093987,-1.8508606082341614,-1.90531390995041,31.0,0.06112779819919416,85.0,64.15873015873017,-48.66666666666667
73,61,65,63,74,48,1,1.3125,2.89514072704152,-1.4321360126618778,-1.1066854123818768,26.0,0.036371933313033226,63.0,66.12307692307692,-22.8125
73,61,65,64,77,50,1,1.28,2.839410026940117,-1.3550752528098653,-1.0969063194984998,27.0,0.03402353529830324,64.0,66.12307692307692,-20.439999999999998
73,62,65,58,80,62,1,0.9354838709677419,2.3384393487795534,-1.1444594711901113,-0.7241446578504362,18.0,0.015038999813270868,58.0,66.12307692307692,4.709677419354847
73,63,66,89,79,54,1,1.6481481481481481,2.6847347189332664,-2.2039551370274935,-1.970608940759071,25.0,0.05677220176045052,89.0,67.10606060606061,-47.31481481481481
73,65,62,59,66,46,1,1.2826086956521738,2.78186221859313,-1.7771759560709326,-1.0118314074502004,20.0,0.03000538781770272,59.0,63.17741935483871,-20.63043478260869
74,60,61,59,66,41,1,1.4390243902439024,3.0964123052531494,-1.6595701719946725,-1.1211201594999092,25.0,0.0438880052811492,59.0,62.21311475409836,-32.48780487804878
74,61,62,68,81,56,1,1.2142857142857142,2.553212884127997,-1.3675910516283059,-1.0915247778161428,25.0,0.027322018118894207,68.0,63.193548387096776,-15.857142857142847
74,61,64,58,85,62,1,0.9354838709677419,2.402965780708788,-1.0184413775047894,-0.715480202637795,23.0,0.01516382468750746,58.0,65.15625,4.774193548387103
74,61,65,57,81,62,1,0.9193548387096774,2.354565288404603,-1.0846668217785072,-0.6898604638666149,19.0,0.014538179726154036,57.0,66.13846153846154,5.967741935483872
74,62,58,53,46,32,1,1.65625,3.247104295266448,-2.8937388975881215,-1.1579087386221179,14.0,0.05913011269334786,53.0,59.275862068965516,-48.5625
74,62,60,59,61,41,1,1.4390243902439024,2.95008691224066,-1.9933657197658907,-1.1201560565807398,20.0,0.04013883491723998,59.0,61.233333333333334,-32.48780487804878
74,62,62,87,81,55,1,1.5818181818181818,2.5996214472180896,-2.0362317829524046,-1.824476509359794,26.0,0.04960822944361506,87.0,63.193548387096776,-43.05454545454545
74,63,60,58,62,43,1,1.3488372093023255,2.8362669711403834,-1.9245597776931418,-1.0314590973463422,19.0,0.03332425187592101,58.0,61.233333333333334,-25.813953488372093
74,63,61,57,57,39,1,1.4615384615384615,3.0242205288570276,-2.169443946388266,-1.0982207610114587,18.0,0.04277040894432318,57.0,62.21311475409836,-34.153846153846146
74,64,66,87,82,55,1,1.5818181818181818,2.6904935467153677,-1.9703475277450395,-1.8246751886880812,27.0,0.05113212046602914,87.0,67.12121212121212,-43.05454545454545
75,61,64,58,86,61,1,0.9508196721311475,2.458739923684141,-1.000406443665724,-0.7178586024056702,25.0,0.015731555715717528,58.0,65.171875,3.6885245901639365
75,62,62,58,65,43,1,1.3488372093023255,2.952488752642348,-1.7142211750799041,-1.0179775858586477,22.0,0.035801900983761556,58.0,63.20967741935484,-26.16279069767441
75,63,61,57,64,42,1,1.3571428571428572,2.9751411070670195,-1.766700197281143,-1.0071088585279857,22.0,0.03532637877446364,57.0,62.22950819672131,-26.785714285714292
75,65,63,58,69,45,1,1.288888888888889,2.9325044938106877,-1.5981243526873037,-0.9738953658227361,24.0,0.031224780190907235,58.0,64.19047619047619,-21.66666666666667
75,65,66,90,86,58,1,1.5517241379310345,2.620351686830263,-1.9162566919388913,-1.828214958507414,28.0,0.04775958569232112,90.0,67.13636363636364,-41.37931034482759
76,63,59,57,57,37,1,1.5405405405405406,3.133496032407761,-2.205728486487104,-1.1296033994334278,20.0,0.0462735496310946,57.0,60.28813559322034,-41.08108108108108
76,65,67,88,86,57,1,1.543859649122807,2.6838379098008183,-1.8237180651662377,-1.754966364003526,29.0,0.04760791291918518,88.0,68.13432835820896,-41.33333333333333
76,66,68,89,87,58,1,1.5344827586206897,2.6720581945775717,-1.8258245088360574,-1.7643873769560035,29.0,0.04678095893584024,89.0,69.11764705882354,-40.62068965517241
79,68,59,54,52,37,1,1.4594594594594594,2.9983212335264104,-2.6047636479964025,-0.9745991674656529,15.0,0.03547911866905488,54.0,60.33898305084746,-36.29729729729729
65,59,57,84,70,41,2,2.048780487804878,3.096656201423541,-2.6825341998048815,-2.6027927684237135,29.0,0.10517478542243154,84.0,58.14035087719298,-68.17073170731709
66,55,51,76,56,29,2,2.6206896551724137,3.6867893410569264,-3.525987978162928,-2.979284424556445,27.0,0.18589001063421948,76.0,52.294117647058826,-106.9655172413793
66,55,51,78,58,33,2,2.3636363636363638,3.3012246541954062,-3.465495598307967,-2.7486052816888606,25.0,0.13789180482441646,78.0,52.294117647058826,-90.0
66,56,51,76,58,33,2,2.303030303030303,3.301248273127425,-3.3330848160177498,-2.610058971534774,25.0,0.12802316087959284,76.0,52.294117647058826,-86.0
66,56,51,79,57,32,2,2.46875,3.3730021665192615,-3.774550894083583,-2.91152911766777,25.0,0.15023136491935948,79.0,52.294117647058826,-96.9375
66,56,51,83,58,32,2,2.59375,3.4042683296046428,-4.086552983153662,-3.216361197551072,26.0,0.16932753122095257,83.0,52.294117647058826,-105.1875
66,56,52,85,58,33,2,2.5757575757575757,3.331487555870837,-4.307790417024256,-3.268072129954539,25.0,0.16597796714129878,85.0,53.26923076923077,-104.0
66,57,53,81,70,40,2,2.025,3.074108797072737,-2.4953853902102807,-2.4435516018255656,30.0,0.09910803756601431,81.0,54.24528301886792,-67.65
66,57,53,81,71,39,2,2.076923076923077,3.1785199649867506,-2.414190302892175,-2.5081385772102127,32.0,0.10722405137707552,81.0,54.24528301886792,-71.0769230769231
66,57,53,81,72,41,2,1.975609756097561,3.047972410225407,-2.3421298226719642,-2.3839140206969605,31.0,0.09424876959503488,81.0,54.24528301886792,-64.39024390243901
66,57,53,81,73,39,2,2.076923076923077,3.2298133485757625,-2.26660612202046,-2.5092708836689126,34.0,0.10893857488886566,81.0,54.24528301886792,-71.0769230769231
66,58,55,87,66,38,2,2.289473684210526,3.183054880755803,-3.3466753372497995,-2.96980315014412,28.0,0.1310130201554064,87.0,56.2,-85.10526315789471
