X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
66,56,56,71,79,50,1,-0.7765032079483368,0.01362068922272426,5559.0,0.0002565018980395291,-42131400.0,139999.99999999997,-0.7703774428141933
67,55,55,72,73,43,1,-0.9155896021869043,0.015433403096730077,5213.0,0.00025717468579004876,-32929056.000000004,101695.0,-0.9083533681494402
67,59,56,71,76,48,1,-0.7972556693584365,0.013768115458894255,5348.0,0.00025630477849307085,-42900147.42857143,135936.0,-0.7910433200611819
68,56,55,72,70,42,1,-0.9237445363353354,0.015151514412809909,4998.0,0.00025697687635608705,-32243097.599999998,98784.0,-0.9165231027176316
68,56,56,71,78,48,1,-0.7849633495384629,0.01400862022915944,5490.0,0.00025643996360551994,-40323456.0,129024.0,-0.7789155353219667
68,57,55,72,73,44,1,-0.8814915579739138,0.0148133110691062,5212.0,0.0002571719689649468,-36397555.2,110352.0,-0.8746467369746675
68,57,55,73,74,44,1,-0.9061497413122682,0.01501623314723314,5358.0,0.00025365074082870026,-37092818.400000006,110352.0,-0.8991147249806648
68,57,57,70,74,46,1,-0.7966222451741237,0.014111364807448935,5134.0,0.0002552612771381636,-36869000.0,120612.0,-0.7904633144049353
68,57,57,71,76,46,1,-0.8195474161117952,0.014492753060863797,5350.0,0.0002517274666329855,-37954186.0,120612.0,-0.8132123007924477
68,60,65,74,91,61,1,-0.670018245351394,0.011564366256653746,6673.0,0.00021180840788803684,-61284841.84615385,223260.0,-0.6649521303417817
69,56,57,50,54,48,1,-0.3835370341136737,0.009615384156765036,2652.0,0.00035738492553591384,-24578694.736842107,129024.0,-0.3806002990554546
69,56,57,50,56,46,1,-0.4003667126991679,0.010586010802308829,2754.0,0.0003576355284153211,-23748912.280701756,118496.0,-0.39728357333137404
69,56,59,51,60,47,1,-0.4075996974838011,0.011005135196914342,3013.0,0.00033884154468613337,-24960326.644067798,123704.0,-0.4044719344157105
69,60,61,82,81,51,1,-0.9710011468945945,0.013235293704275192,6591.0,0.00020315392284168008,-51249381.63934426,156060.0,-0.9636826817257894
