X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8
66,56,56,71,79,50,1,5753.036034289497,1.2678571428571428,0.9696095402962108,71.0,8961.344223735694,9901943725108.277,79.0,111192.00270622532
67,55,55,72,73,43,1,4851.571033897578,1.309090909090909,1.0636027903159622,72.0,8624.070193895717,8063498509107.707,73.0,143419.2738831244
67,59,56,71,76,48,1,5473.124089460647,1.2678571428571428,0.9923228346456693,71.0204081632653,8710.532563824778,9354206640297.617,76.0,123746.77102801336
68,56,55,72,70,42,1,4696.783080172497,1.309090909090909,1.0927487352445193,72.00704225352112,8528.051257170708,7456687525270.774,70.0,154497.24856689302
68,56,56,71,78,48,1,5439.299111870037,1.2678571428571428,0.9531102287767064,71.0,8931.053276453516,10321418357768.23,78.0,123475.2334776783
68,57,55,72,73,44,1,4924.195087076047,1.309090909090909,1.0474843402707619,72.01379310344828,8678.949260196989,8554268064469.029,73.0,145071.80452075263
68,57,55,73,74,44,1,4960.9449818960575,1.3272727272727274,1.0624003189792663,73.01360544217687,8841.808998705596,8990126321911.223,74.0,148087.26081398997
68,57,57,70,74,46,1,5260.607378586962,1.2280701754385965,0.9762900976290098,70.0,8568.63947035604,8823593910997.668,74.0,130922.11160919012
68,57,57,71,76,46,1,5302.327738596675,1.2456140350877194,0.9780752813348855,71.0,8739.160476784897,9650506903019.303,76.0,132576.75242625258
68,60,65,74,91,61,1,8208.610107505534,1.1384615384615384,0.8869452542921931,73.96969696969697,10428.752180996518,17829896093865.402,91.0,83918.05415398536
69,56,57,50,54,48,1,4632.21315392746,0.8771929824561403,0.669882100750268,49.99038461538461,6752.002984053006,2980553870293.1006,54.0,21648.473676726968
69,56,57,50,56,46,1,4443.602274643217,0.8771929824561403,0.6459948320413437,49.990566037735846,6607.301690600026,3320832964250.013,56.0,33864.66340380384
69,56,59,51,60,47,1,4747.369771345996,0.864406779661017,0.627503015681544,50.972972972972975,6721.044173191756,4155844961029.5605,60.0,32673.748436444617
69,60,61,82,81,51,1,6734.9467432858555,1.3442622950819672,1.207831866355308,81.99386503067484,11050.388961970331,13825875982695.627,81.0,180025.39298998233
69,60,62,82,80,50,1,6709.859479344097,1.3225806451612903,1.222990178246635,81.98765432098766,10979.078132447186,13343787470380.645,80.0,185688.95155958584
70,56,58,51,57,47,1,4632.465500332778,0.8793103448275862,0.651063829787234,50.98148148148148,6845.367902351619,3713356912960.744,57.0,35162.21559811041
70,57,56,72,76,46,1,5170.175691308662,1.2857142857142858,0.977191328934967,72.00675675675676,8997.537265185525,10478836889709.857,76.0,142960.1118773381
70,57,57,71,78,49,1,5568.2765701190365,1.2456140350877194,0.9256334924715387,71.0,9107.94100300192,11295030874303.861,78.0,127316.03732183638
70,57,59,51,59,47,1,4715.964563997061,0.864406779661017,0.6288684719535783,50.981818181818184,6826.75938206455,4145470966740.06,59.0,33964.45801420066
70,57,60,52,62,50,1,5149.379881981483,0.8666666666666667,0.622324510932106,51.973684210526315,7090.5948315889045,4873307785223.489,62.0,20143.10957621055
70,58,59,66,68,50,1,5652.906843574976,1.11864406779661,0.9166666666666666,65.99253731343283,8412.060834119511,7261761882905.01,68.0,111862.95981133144
70,58,59,67,68,49,1,5580.749171106947,1.1355932203389831,0.9448537150073668,66.99259259259259,8462.183619780171,7322209024537.266,68.0,122612.91972810749
70,58,63,66,80,60,1,7265.423834203529,1.0476190476190477,0.7789699570815452,65.96575342465754,9227.607498297904,12053623809026.66,80.0,47937.696432404104
