X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10
66,56,56,71,79,50,1,50.70886075949367,-3.072564531518235e-05,3961.0,1.4107142857142858,-311087.22655965027,-9.107771966080662,-16025.802816901409,73.92529904347288,-180.0,71.0
67,55,55,72,73,43,1,43.75342465753425,-4.3855012783876496e-05,3943.0,1.3272727272727274,-285769.90211102617,-8.833232918992053,-12098.222222222223,70.6881026873194,-166.0,72.0
67,59,56,71,76,48,1,48.73684210526316,-2.911929964278875e-05,3964.0,1.2881355932203389,-314950.14211672934,-6.643139414694254,-14584.760563380281,72.30318895476623,-179.0,71.0
68,56,55,72,70,42,1,42.785714285714285,-4.2485298225737674e-05,3944.0,1.25,-278612.82454180263,-7.997530864197536,-11158.000000000002,69.5917501234853,-164.0,72.0
68,56,56,71,78,48,1,48.717948717948715,-3.19221930984482e-05,3961.0,1.3928571428571428,-306879.2290867672,-8.697033046963618,-15288.859154929576,74.0281749246018,-179.0,71.0
68,57,55,72,73,44,1,44.75342465753425,-3.736515547321965e-05,3945.0,1.280701754385965,-296053.50389685435,-7.796507694909522,-12469.333333333334,71.1466130543265,-170.0,72.0
68,57,55,73,74,44,1,44.74324324324324,-3.903587005845812e-05,3999.0,1.2982456140350878,-304425.2950600267,-8.30256678145588,-12556.17808219178,71.74803805965394,-170.0,73.0
68,57,57,70,74,46,1,46.770270270270274,-3.289015619542904e-05,3977.0,1.2982456140350878,-291768.2939665908,-7.086023166023168,-13700.514285714286,71.45602864666637,-175.0,70.0
68,57,57,71,76,46,1,46.75,-3.472364662338591e-05,4033.0,1.3333333333333333,-304175.0243508819,-7.645110097202938,-14071.957746478873,72.63138391909301,-176.0,71.0
68,60,65,74,91,61,1,61.714285714285715,-2.2174007503536615e-05,4796.0,1.5166666666666666,-401065.23084128986,-9.908545982870308,-23742.297297297297,81.41887165286049,-206.0,74.0
69,56,57,50,54,48,1,49.05555555555556,-4.976162709606715e-06,2856.0,0.9642857142857143,-146312.68283892306,8.255511111111112,-12639.64,76.7444979234378,-177.0,50.0
69,56,57,50,56,46,1,47.017857142857146,-8.121469977675503e-06,2856.0,1.0,-152089.0175122055,7.957999999999991,-12770.999999999998,74.56333711154525,-177.0,50.0
