X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9
66,56,56,71,79,50,1,-2.6998350588345196e-06,1.2678571428571428,-1.249096915449226,1.1785714285714286,-63.0,2804729.220504736,0.8928571428571429,56.0,140114.11320754717
67,55,55,72,73,43,1,-3.803634986645104e-06,1.309090909090909,-1.2900169618434927,1.2181818181818183,-49.0,6875612.997392006,0.7818181818181819,55.0,150231.3775510204
67,59,56,71,76,48,1,-2.773364627598719e-06,1.2033898305084745,-1.2493750837966253,1.1964285714285714,-57.0,4258292.788263247,0.8571428571428571,59.0,156319.6728971963
68,56,55,72,70,42,1,-4.0026136257642e-06,1.2857142857142858,-1.2902959678251005,1.2363636363636363,-44.0,-74546779.21916515,0.7636363636363637,56.0,158016.0
68,56,56,71,78,48,1,-2.6880560903789175e-06,1.2678571428571428,-1.2496396742974758,1.2142857142857142,-58.0,3835830.7186844395,0.8571428571428571,56.0,147030.15384615384
68,57,55,72,73,44,1,-3.4646082141572425e-06,1.263157894736842,-1.2902921930459064,1.2363636363636363,-49.0,9615130.027608369,0.8,57.0,158911.48514851485
68,57,55,73,74,44,1,-3.5512831896856106e-06,1.280701754385965,-1.3082141060879668,1.2363636363636363,-50.0,7129076.041655023,0.8,57.0,161098.9306930693
68,57,57,70,74,46,1,-2.8700789326310413e-06,1.2280701754385965,-1.2104237700925475,1.1929824561403508,-52.0,7600341.40221161,0.8070175438596491,57.0,151598.9708737864
68,57,57,71,76,46,1,-2.8733995527671988e-06,1.2456140350877194,-1.227715568772394,1.1929824561403508,-54.0,5108834.2542831665,0.8070175438596491,57.0,153743.94174757283
68,60,65,74,91,61,1,-1.6093180093935285e-06,1.2333333333333334,-1.1220785340534416,1.0461538461538462,-84.0,2493337.676875892,0.9384615384615385,60.0,151527.27272727274
69,56,57,50,54,48,1,-1.4326049509231363e-06,0.8928571428571429,-0.8647497554613629,1.2105263157894737,-33.0,-1278100.3058643362,0.8421052631578947,56.0,105478.15384615386
69,56,57,50,56,46,1,-1.4134059639478953e-06,0.8928571428571429,-0.8647483456988169,1.2105263157894737,-33.0,-1473758.8424442695,0.8070175438596491,56.0,107484.86274509804
69,56,59,51,60,47,1,-1.2982454739180912e-06,0.9107142857142857,-0.8521396833978139,1.1694915254237288,-38.0,-2332977.5532950363,0.7966101694915254,56.0,108572.58252427184
69,60,61,82,81,51,1,-3.5185788225321206e-06,1.3666666666666667,-1.3252282103251314,1.1311475409836065,-63.0,3905008.8544941037,0.8360655737704918,60.0,185156.75675675677
69,60,62,82,80,50,1,-3.6486058406997815e-06,1.3666666666666667,-1.30385197145588,1.1129032258064515,-61.0,4394101.487714422,0.8064516129032258,60.0,186807.27272727274
70,56,58,51,57,47,1,-1.3789116895228035e-06,0.9107142857142857,-0.8670102402784285,1.206896551724138,-34.0,-1579252.6953443373,0.8103448275862069,56.0,110125.35922330097
70,57,56,72,76,46,1,-2.847541397361374e-06,1.263157894736842,-1.2677628767935165,1.25,-52.0,7774276.202176987,0.8214285714285714,57.0,160431.20388349515
70,57,57,71,78,49,1,-2.4010652312756478e-06,1.2456140350877194,-1.2282157676348546,1.2280701754385965,-57.0,5476352.724089051,0.8596491228070176,57.0,153837.08490566036
70,57,59,51,59,47,1,-1.2700677805845645e-06,0.8947368421052632,-0.8523124757092887,1.1864406779661016,-36.0,-1954016.680484086,0.7966101694915254,57.0,112996.47115384616
70,57,60,52,62,50,1,-1.1584349717959377e-06,0.9122807017543859,-0.8545391165778596,1.1666666666666667,-42.0,-2841682.0099218087,0.8333333333333334,57.0,112044.95327102803
70,58,59,66,68,50,1,-2.2576299966410377e-06,1.1379310344827587,-1.1030144494270055,1.1864406779661016,-48.0,-7172855.090534514,0.847457627118644,58.0,145461.85185185185
70,58,59,67,68,49,1,-2.4352522484709382e-06,1.1551724137931034,-1.1197287267631464,1.1864406779661016,-47.0,-7077432.672715284,0.8305084745762712,58.0,148990.6168224299
70,58,63,66,80,60,1,-1.348056063830894e-06,1.1379310344827587,-1.0329654604968965,1.1111111111111112,-70.0,5450357.904799455,0.9523809523809523,58.0,133419.66101694913
70,58,63,67,80,59,1,-1.448273301515075e-06,1.1551724137931034,-1.048618015361844,1.1111111111111112,-69.0,5415441.524527468,0.9365079365079365,58.0,136543.89743589744
70,59,58,68,70,50,1,-2.362511718304224e-06,1.152542372881356,-1.1560372763040114,1.206896551724138,-50.0,-13478007.875735752,0.8620689655172413,59.0,153611.1009174312
70,59,58,69,70,50,1,-2.494020759184058e-06,1.1694915254237288,-1.173039859415631,1.206896551724138,-50.0,-13369272.29713145,0.8620689655172413,59.0,155846.60550458715
70,59,59,67,69,51,1,-2.23638394328388e-06,1.1355932203389831,-1.119727793007262,1.1864406779661016,-50.0,-9631298.11969145,0.864406779661017,59.0,150031.1
70,59,60,71,70,43,1,-3.1671399971496854e-06,1.2033898305084745,-1.1668055720919157,1.1666666666666667,-43.0,-13438522.415700955,0.7166666666666667,59.0,171080.91176470587
70,59,61,63,74,46,1,-1.7368588665876805e-06,1.0677966101694916,-1.0183434600008658,1.1475409836065573,-50.0,17034551.42357263,0.7540983606557377,59.0,147727.0095238095
70,59,62,63,74,46,1,-1.725571979058808e-06,1.0677966101694916,-1.0019169329073483,1.1290322580645162,-50.0,17445682.08366778,0.7419354838709677,59.0,147727.0095238095
70,59,62,63,74,47,1,-1.6867987077348788e-06,1.0677966101694916,-1.0019169329073483,1.1290322580645162,-51.0,17606110.56448562,0.7580645161290323,59.0,146366.19811320756
70,59,62,63,75,46,1,-1.685705916813188e-06,1.0677966101694916,-1.0019162461005253,1.1290322580645162,-51.0,11726618.553827079,0.7419354838709677,59.0,147727.0095238095
70,59,62,68,78,58,1,-1.6117170795182954e-06,1.152542372881356,-1.0814395451224081,1.1290322580645162,-66.0,6822999.664072466,0.9354838709677419,59.0,143345.79487179487
70,59,63,67,78,59,1,-1.4907900248028998e-06,1.1355932203389831,-1.0486194305500371,1.1111111111111112,-67.0,7063429.516796881,0.9365079365079365,59.0,140095.5
70,60,58,86,77,50,1,-4.777835112062727e-06,1.4333333333333333,-1.4620824108647523,1.206896551724138,-57.0,7172477.405425585,0.8620689655172413,60.0,198654.54545454544
