X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11
66,56,56,71,79,50,1,0.013617184503260453,0.8484848484848485,7126150.735849057,1.0,1.0592224231464737,1.178577811088438,0.0036619718309859155,163481.54430379748,435950.7848101266,-589643.0,-1.6
67,55,55,72,73,43,1,0.014720915968104683,0.8208955223880597,6581742.87755102,1.0,1.201494396014944,1.2181895132715812,0.001937984496124031,251246.46575342465,476501.91780821915,-543333.0,-2.1153846153846154
67,59,56,71,76,48,1,0.01394344069128044,0.835820895522388,6776075.130841122,1.0,1.117716165413534,1.1355995309838578,0.0027823189134808858,187644.59210526315,456873.7894736842,-591043.0,-1.6388888888888888
68,56,55,72,70,42,1,0.015126050420168067,0.8088235294117647,6437222.653061225,1.0,1.2716883116883118,1.214293452141782,0.0006734006734006733,273270.85714285716,500996.5714285714,-533468.0,-2.1538461538461537
68,56,56,71,78,48,1,0.013386123680241327,0.8235294117647058,6970423.807692308,1.0,1.1053113553113554,1.2142923630450557,0.002934272300469484,184319.64102564103,448778.25641025644,-599654.0,-1.696969696969697
68,57,55,72,73,44,1,0.014504431909750202,0.8088235294117647,6532682.900990099,1.0,1.2194271481942713,1.1929897123747424,0.0016356749311294766,244571.1780821918,480407.6712328767,-561292.0,-1.9655172413793103
68,57,55,73,74,44,1,0.014507154213036565,0.8088235294117647,6715405.435643564,1.0,1.2196560196560198,1.1929897123747424,0.001935922110268312,256872.2027027027,487171.41891891893,-569054.0,-2.0357142857142856
68,57,57,70,74,46,1,0.013910969793322734,0.8382352941176471,6802986.6213592235,1.0,1.1284969179706021,1.192989152763244,0.0018633540372670805,198648.64864864864,471790.54054054053,-578896.0,-1.7272727272727273
68,57,57,71,76,46,1,0.013738390092879258,0.8382352941176471,6993704.902912621,1.0,1.1144967682363804,1.192989152763244,0.0024494794856093076,207277.9605263158,472593.75,-594616.0,-1.78125
68,60,65,74,91,61,1,0.011958629605688428,0.9558823529411765,11206159.29752066,1.0,0.8507185122569738,1.133337538950485,0.004703316178726016,104044.0,520220.0,-780302.0,-1.2765957446808511
69,56,57,50,54,48,1,0.013419216317767043,0.8260869565217391,3592241.5,1.0,1.120857699805068,1.2321493891538364,-0.006140350877192983,11666.666666666666,332500.0,-423807.0,-1.037037037037037
69,56,57,50,56,46,1,0.012939958592132506,0.8260869565217391,3501453.058823529,1.0,1.080827067669173,1.2321496733939479,-0.00555301296720061,22500.0,320625.0,-439501.0,-1.0769230769230769
69,56,59,51,60,47,1,0.012318840579710146,0.855072463768116,3950322.4368932038,1.0,0.9940677966101694,1.232149301832564,-0.0035637767548418577,22195.2,327379.2,-479229.0,-1.0769230769230769
69,60,61,82,81,51,1,0.0146716765074253,0.8840579710144928,11081414.729729729,1.0,1.1451123254401943,1.150005361006674,0.0028224004515840723,334539.7530864198,658287.9012345679,-682980.0,-2.0689655172413794
69,60,62,82,80,50,1,0.014855072463768116,0.8985507246376812,11334360.036363637,1.0,1.1407258064516128,1.150005380011003,0.0025963808025177026,352337.6,682654.1,-680069.0,-2.142857142857143
70,56,58,51,57,47,1,0.012781954887218045,0.8285714285714286,3821835.0873786407,1.0,1.0798548094373863,1.2500065559835785,-0.005236430595715909,23363.36842105263,338768.84210526315,-457837.0,-1.0769230769230769
70,57,56,72,76,46,1,0.013533834586466165,0.8,6940747.3786407765,1.0,1.1842105263157894,1.2280769918969352,0.001843944099378882,223457.68421052632,481293.4736842105,-606702.0,-1.8387096774193548
70,57,57,71,78,49,1,0.013003663003663004,0.8142857142857143,7240142.915094338,1.0,1.1178587494376968,1.228076461821035,0.0022995113538373095,180571.20512820513,467843.57692307694,-628048.0,-1.6285714285714286
70,57,59,51,59,47,1,0.012348668280871672,0.8428571428571429,3913188.471153846,1.0,1.0255673656995117,1.228076507102302,-0.004433507986678263,22747.728813559323,335529.0,-482159.0,-1.0754716981132075
70,57,60,52,62,50,1,0.011981566820276499,0.8571428571428571,4355094.074766356,1.0,0.9784946236559141,1.2280760276183873,-0.002923076923076923,11339.354838709678,340180.6451612903,-511074.0,-1.0363636363636364
70,58,59,66,68,50,1,0.013865546218487394,0.8428571428571429,6747189.333333333,1.0,1.151545363908275,1.206902400594483,-0.0005957883923985619,132217.41176470587,487551.70588235295,-561478.0,-1.380952380952381
70,58,59,67,68,49,1,0.01407563025210084,0.8428571428571429,6879229.757009346,1.0,1.1689930209371884,1.206902520049527,-0.0005988734982988895,153286.14705882352,502437.92647058825,-561546.0,-1.45
70,58,63,66,80,60,1,0.011785714285714287,0.9,8448726.576271186,1.0,0.9166666666666666,1.206901115484433,0.0023248356581689915,43451.1,456236.55,-682950.0,-1.1153846153846154
70,58,63,67,80,59,1,0.011964285714285714,0.9,8636302.11965812,1.0,0.9305555555555556,1.2069011928802602,0.0023289524933845706,59703.7,470166.6375,-683030.0,-1.16
70,59,58,68,70,50,1,0.013877551020408163,0.8285714285714286,6850419.944954129,1.0,1.1724137931034482,1.1864465269525328,0.0,152195.65714285715,490408.22857142857,-578130.0,-1.4390243902439024
70,59,58,69,70,50,1,0.014081632653061225,0.8285714285714286,7058143.302752294,1.0,1.189655172413793,1.1864465269525328,0.0,165410.74285714285,504938.0571428572,-578200.0,-1.475
70,59,59,67,69,51,1,0.013871635610766046,0.8428571428571429,6963773.081818182,1.0,1.152051093097519,1.1864463148811308,-0.000292654375182909,134279.65217391305,495156.2173913043,-574633.0,-1.372093023255814
70,59,60,71,70,43,1,0.014489795918367347,0.8571428571428571,7344609.313725491,1.0,1.1833333333333333,1.1864472529266794,0.0,262132.0,561711.4285714285,-588140.0,-1.903225806451613
