X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10
66,56,56,71,79,50,1,-456,-8,2224264.746835443,3950.0,90.01785714285714,-70.21126760563381,-1683.1733333333332,-2177.1612121212124,-825.7228282828283,50.0
67,55,55,72,73,43,1,-56,-1,2077141.5068493153,3139.0,94.25454545454545,-71.23611111111111,-3182.0201318986465,-3257.6188823325238,-1902.8523470809796,43.0
67,59,56,71,76,48,1,-300,-5,2163113.486842105,3648.0,85.44067796610169,-70.21126760563381,-1815.7985074626858,-2126.114427860696,-1098.8076408999777,48.0
68,56,55,72,70,42,1,114,2,2097473.842857143,2940.0,92.57142857142857,-71.23611111111111,-3348.6302521008392,-3250.18487394958,-2046.166089965398,42.0
68,56,56,71,78,48,1,-399,-7,2139080.576923077,3744.0,90.01785714285714,-70.21126760563381,-1823.5514705882345,-2247.4632352941176,-800.1012110726642,48.0
68,57,55,72,73,44,1,-58,-1,2207337.287671233,3212.0,90.94736842105263,-71.23611111111111,-2771.7352941176464,-2847.176470588234,-1659.4839965397919,44.0
68,57,55,73,74,44,1,-58,-1,2337619.8648648653,3256.0,93.49122807017544,-72.24657534246575,-3004.8088235294113,-3081.297794117647,-1845.633866782007,44.0
68,57,57,70,74,46,1,-232,-4,1769382.216216216,3404.0,85.96491228070175,-69.18571428571428,-2098.3216112531973,-2347.0588235294117,-1113.44605649165,46.0
68,57,57,71,76,46,1,-290,-5,1881837.447368421,3496.0,88.43859649122807,-70.19718309859155,-2251.2084398976976,-2563.013746803069,-1232.3806040318939,46.0
68,60,65,74,91,61,1,-1037,-17,1851717.3626373627,5551.0,91.26666666666667,-73.12162162162163,-782.8158148505295,-1988.7945998071352,-168.36689545634948,61.0
69,56,57,50,54,48,1,-228,-4,-1030359.1666666666,2592.0,44.642857142857146,-48.86,764.9003623188406,589.3568840579711,1148.32493173703,48.0
69,56,57,50,56,46,1,-342,-6,-912468.125,2576.0,44.642857142857146,-48.86,751.8431001890359,493.24196597353483,1137.727733486754,46.0
69,56,59,51,60,47,1,-513,-9,-1036375.0666666667,2820.0,46.44642857142857,-49.84313725490196,780.411655874191,378.65494912118425,1171.4645323036907,47.0
69,60,61,82,81,51,1,61,1,3815394.8518518517,4131.0,112.06666666666666,-81.2560975609756,-4796.8718385905095,-4735.750497300367,-3529.4537726873978,51.0
69,60,62,82,80,50,1,122,2,3536283.5,4000.0,112.06666666666666,-81.2439024390244,-5227.369275362318,-5090.322318840577,-3903.7993698802757,50.0
70,56,58,51,57,47,1,-342,-6,-968415.6140350878,2679.0,46.44642857142857,-49.86274509803921,718.8674772036476,454.5355623100303,1146.2939817629178,47.0
70,57,56,72,76,46,1,-232,-4,2245123.5789473685,3496.0,90.94736842105263,-71.22222222222223,-2226.9913043478264,-2474.921739130434,-1051.235776397516,46.0
70,57,57,71,78,49,1,-406,-7,2141723.58974359,3822.0,88.43859649122807,-70.19718309859155,-1563.3454810495627,-1983.3839650145771,-521.4241774260719,49.0
70,57,59,51,59,47,1,-464,-8,-1069224.406779661,2773.0,45.63157894736842,-49.84313725490196,818.077203647416,464.13100303951364,1206.0200086843247,47.0
70,57,60,52,62,50,1,-580,-10,-1174098.7096774194,3100.0,47.43859649122807,-50.84615384615385,945.8057142857143,491.1771428571426,1320.6132244897958,50.0
70,58,59,66,68,50,1,-118,-2,1188953.8088235294,3400.0,75.10344827586206,-65.10606060606061,-972.7457142857146,-1096.2411428571431,-149.76073469387768,50.0
70,58,59,67,68,49,1,-59,-1,1324776.1176470588,3332.0,77.39655172413794,-66.11940298507463,-1298.9991253644318,-1368.1478134110791,-410.14213244481505,49.0
70,58,63,66,80,60,1,-826,-14,623662.9125,4800.0,75.10344827586206,-65.04545454545455,284.7899999999994,-553.7400000000009,892.1974285714275,60.0
70,58,63,67,80,59,1,-767,-13,816248.55,4720.0,77.39655172413794,-66.05970149253731,17.601694915253923,-773.452542372882,680.7556900726394,59.0
70,59,58,68,70,50,1,-120,-2,1699976.7142857143,3500.0,78.37288135593221,-67.1470588235294,-1151.2594285714276,-1277.4674285714273,-339.89008979591813,50.0
70,59,58,69,70,50,1,-60,-1,1897485.5428571429,3500.0,80.69491525423729,-68.15942028985508,-1382.0108571428561,-1452.9034285714276,-525.1091510204087,50.0
70,59,59,67,69,51,1,-120,-2,1414322.0869565217,3519.0,76.08474576271186,-66.11940298507463,-969.979831932773,-1095.102801120449,-196.36871548619501,51.0
70,59,60,71,70,43,1,60,1,1444076.0714285716,3010.0,85.44067796610169,-70.15492957746478,-3091.212624584718,-3044.5083056478416,-1947.1792121499761,43.0
70,59,61,63,74,46,1,-660,-11,252182.72972972973,3404.0,67.27118644067797,-62.03174603174603,-488.81739130434767,-1103.458695652174,172.09677018633502,46.0
70,59,62,63,74,46,1,-660,-11,126091.37837837837,3404.0,67.27118644067797,-62.01587301587302,-558.9782608695643,-1182.482608695652,112.96118012422383,46.0
70,59,62,63,74,47,1,-660,-11,131633.6891891892,3478.0,67.27118644067797,-62.01587301587302,-454.940425531915,-1078.2382978723406,200.65021276595712,47.0
