X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
66,56,56,71,79,50,1,0.8987341772151899,66.0,2626.0649704419347,-1.1012658227848102,-29.0,193.0,1.4200000000000002
67,55,55,72,73,43,1,0.9863013698630136,67.0,2218.653743081197,-1.0136986301369864,-30.0,194.0,1.6744186046511629
67,59,56,71,76,48,1,0.9342105263157895,67.0,2693.8402500096113,-1.0657894736842106,-28.0,194.0,1.403954802259887
68,56,55,72,70,42,1,1.0285714285714285,68.0,2239.3856211524226,-0.9714285714285714,-28.0,195.0,1.6836734693877553
68,56,56,71,78,48,1,0.9102564102564102,68.0,2596.16655100617,-1.0897435897435896,-30.0,195.0,1.4791666666666667
68,57,55,72,73,44,1,0.9863013698630136,68.0,2387.42859139431,-1.0136986301369864,-29.0,195.0,1.5789473684210527
68,57,55,73,74,44,1,0.9864864864864865,68.0,2354.4845450077137,-1.0135135135135136,-30.0,196.0,1.6008771929824561
68,57,57,70,74,46,1,0.9459459459459459,68.0,2567.9482781025727,-1.054054054054054,-28.0,195.0,1.5217391304347827
68,57,57,71,76,46,1,0.9342105263157895,68.0,2531.0055030660355,-1.0657894736842106,-30.0,196.0,1.5434782608695652
68,60,65,74,91,61,1,0.8131868131868132,68.0,3393.880649105939,-1.1868131868131868,-30.0,207.0,1.3142076502732243
69,56,57,50,54,48,1,0.9259259259259259,69.0,3754.751478244921,-1.0740740740740742,-6.0,176.0,1.0602678571428572
69,56,57,50,56,46,1,0.8928571428571429,69.0,3592.069211184271,-1.1071428571428572,-10.0,176.0,1.1063664596273293
69,56,59,51,60,47,1,0.85,69.0,3595.6052316629048,-1.15,-13.0,179.0,1.1432370820668691
69,60,61,82,81,51,1,1.0123456790123457,69.0,2597.7764119259946,-0.9876543209876543,-30.0,212.0,1.634640522875817
69,60,62,82,80,50,1,1.025,69.0,2546.50753329272,-0.975,-30.0,213.0,1.6946666666666668
70,56,58,51,57,47,1,0.8947368421052632,70.0,3651.422190500524,-1.105263157894737,-10.0,179.0,1.1238601823708207
70,57,56,72,76,46,1,0.9473684210526315,70.0,2569.546873054202,-1.0526315789473684,-30.0,198.0,1.5377574370709381
70,57,57,71,78,49,1,0.9102564102564102,70.0,2777.052107918939,-1.0897435897435896,-29.0,198.0,1.4489795918367347
70,57,59,51,59,47,1,0.864406779661017,70.0,3712.7524108769417,-1.1355932203389831,-12.0,180.0,1.1231802911534154
70,57,60,52,62,50,1,0.8387096774193549,70.0,3875.5098424136054,-1.1612903225806452,-12.0,182.0,1.094736842105263
70,58,59,66,68,50,1,0.9705882352941176,70.0,3107.7336583094734,-1.0294117647058822,-18.0,195.0,1.3427586206896551
70,58,59,67,68,49,1,0.9852941176470589,70.0,2999.358090483152,-1.0147058823529411,-19.0,196.0,1.3909218859957777
70,58,63,66,80,60,1,0.825,70.0,3730.9628082476574,-1.175,-20.0,199.0,1.1948275862068967
70,58,63,67,80,59,1,0.8375,70.0,3613.31601209005,-1.1625,-21.0,200.0,1.233489187609585
70,59,58,68,70,50,1,0.9714285714285714,70.0,3066.4540529698734,-1.0285714285714285,-20.0,196.0,1.336949152542373
70,59,58,69,70,50,1,0.9857142857142858,70.0,3022.4431099202425,-1.0142857142857142,-20.0,197.0,1.3566101694915254
70,59,59,67,69,51,1,0.9710144927536232,70.0,3176.1314576671402,-1.0289855072463767,-18.0,196.0,1.3137254901960786
70,59,60,71,70,43,1,1.0142857142857142,70.0,2520.1847269518225,-0.9857142857142858,-27.0,201.0,1.6791486007094993
70,59,61,63,74,46,1,0.8513513513513513,70.0,3036.297345618682,-1.1486486486486487,-28.0,194.0,1.4159911569638908
70,59,62,63,74,46,1,0.8513513513513513,70.0,3036.297345618682,-1.1486486486486487,-28.0,195.0,1.4392041267501843
