X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
66,56,56,71,79,50,1,68.44620253164557,0.9097201378435651,-1126101.8378459956,71.0,68.359375,2959.0,56.0
67,55,55,72,73,43,1,69.52702366127023,1.0005759888242531,-1036769.9342300253,72.0,69.45454545454545,2855.0,55.0
67,59,56,71,76,48,1,69.4640507518797,0.9463784089579026,-1089564.8350061162,71.0,69.39642857142857,3126.0,59.0
68,56,55,72,70,42,1,70.54519480519481,1.0444671201814058,-999476.9778425142,72.0,70.46363636363637,2910.0,56.0
68,56,56,71,78,48,1,70.48191391941393,0.9213175172005075,-1150843.8825235327,71.0,70.4311224489796,2961.0,56.0
68,57,55,72,73,44,1,70.54520547945205,1.0003857300723504,-1057208.9370943145,72.0,70.49090909090908,2962.0,57.0
68,57,55,73,74,44,1,70.56339066339066,1.000560353022404,-1081756.9229649517,73.0,70.49090909090908,2961.0,57.0
68,57,57,70,74,46,1,70.4208155523945,0.9583846394657206,-1066658.9321589426,70.0,70.39035087719299,3076.0,57.0
68,57,57,71,76,46,1,70.43836565096953,0.9461930864968203,-1110994.911063038,71.0,70.38947368421053,3075.0,57.0
68,60,65,74,91,61,1,70.18444632290786,0.8209610407412604,-1441670.8758035759,74.0,70.09321266968325,3705.0,60.0
69,56,57,50,54,48,1,71.08739441195581,0.9346639231824417,-644472.2398795583,50.0,71.42543859649123,3038.0,56.0
69,56,57,50,56,46,1,71.0874060150376,0.9001020408163266,-676074.1936019923,50.0,71.42397660818713,3040.0,56.0
69,56,59,51,60,47,1,71.03361581920905,0.8557843137254901,-745072.1820413924,51.0,71.34086629001884,3150.0,56.0
69,60,61,82,81,51,1,71.47520744788504,1.0269534313998834,-1296517.8847808777,82.0,71.24590163934427,3467.0,60.0
69,60,62,82,80,50,1,71.43528225806452,1.040106707317073,-1274988.9068200137,82.0,71.21774193548387,3528.0,60.0
70,56,58,51,57,47,1,72.08590441621294,0.9020513099053102,-710092.252987306,51.0,72.41666666666667,3094.0,56.0
70,57,56,72,76,46,1,72.53547932330827,0.9595067713142506,-1159633.928344652,72.0,72.50446428571429,3017.0,57.0
70,57,57,71,78,49,1,72.47345928924877,0.9209563759942958,-1195612.9067644035,71.0,72.45864661654136,3072.0,57.0
70,57,59,51,59,47,1,72.05056018385521,0.870445161690071,-743271.1915951147,51.0,72.375,3208.0,57.0
70,57,60,52,62,50,1,72.03306451612903,0.8440526694949172,-798430.15285587,52.0,72.335,3261.0,57.0
70,58,59,66,68,50,1,72.30483549351945,0.9835378001467966,-970911.0255183086,66.0,72.38135593220339,3248.0,58.0
70,58,59,67,68,49,1,72.32178464606181,0.9989090017042814,-975671.0250351024,67.0,72.38983050847457,3248.0,58.0
70,58,63,66,80,60,1,72.15853174603174,0.8323674242424243,-1209466.9146782733,66.0,72.2233560090703,3470.0,58.0
70,58,63,67,80,59,1,72.17440476190477,0.8453777985074626,-1215066.9163678812,67.0,72.22344322344323,3470.0,58.0
70,59,58,68,70,50,1,72.37906403940886,0.9844777911164466,,68.0,72.42241379310344,3245.0,59.0
70,59,58,69,70,50,1,72.39630541871921,0.9993847973972199,,69.0,72.43103448275862,3244.0,59.0
70,59,59,67,69,51,1,72.32178825841316,0.984018157479772,-994851.0123752203,67.0,72.38135593220339,3304.0,59.0
70,59,60,71,70,43,1,72.3497619047619,1.0291807990801953,,71.0,72.31666666666666,3367.0,59.0
70,59,61,63,74,46,1,72.18010633584404,0.8593458323188053,-1072128.960991223,63.0,72.29657228017884,3431.0,59.0
70,59,62,63,74,46,1,72.1449433304272,0.8593458323188053,-1072127.962886176,63.0,72.25953079178886,3490.0,59.0
70,59,62,63,74,47,1,72.1449433304272,0.8593458323188053,-1072127.9620080907,63.0,72.25953079178886,3489.0,59.0
70,59,62,63,75,46,1,72.14494623655914,0.8475851851851851,-1091867.955407671,63.0,72.25940860215054,3490.0,59.0
70,59,62,68,78,58,1,72.22559966914805,0.8809509997292804,-1179227.9176923316,68.0,72.25967741935484,3473.0,59.0
70,59,63,67,78,59,1,72.17439967439968,0.8676047769044325,-1173766.9225510068,67.0,72.22366522366522,3532.0,59.0
70,60,58,86,77,50,1,72.68943125839678,1.1353222434466772,-1255741.9045675984,86.0,72.41187739463602,3284.0,60.0
70,60,60,82,78,49,1,72.53311965811966,1.0672936611022914,-1255669.9135741985,82.0,72.32916666666667,3409.0,60.0
70,60,60,82,80,50,1,72.533125,1.039954268292683,-1299069.8911909931,82.0,72.325,3408.0,60.0
70,60,61,67,73,48,1,72.2456770716371,0.928641648204838,-1072968.9677903657,67.0,72.29781420765028,3485.0,60.0
70,60,62,68,76,57,1,72.22559422750425,0.9047376568355875,-1138347.9315794862,68.0,72.2600806451613,3535.0,60.0
70,60,64,73,84,55,1,72.23418898809524,0.8783237039107881,-1334625.9020401079,73.0,72.18892045454545,3652.0,60.0
70,61,61,86,79,51,1,72.5571695372484,1.105864072170903,-1299418.9014468093,86.0,72.2927400468384,3523.0,61.0
71,57,59,52,60,50,1,73.08446327683616,0.8727991452991454,-779450.1978644892,52.0,73.40889830508475,3204.0,57.0
71,57,60,51,61,50,1,73.03306010928962,0.8406553161441949,-792442.2139022104,51.0,73.36833333333334,3262.0,57.0
71,58,58,49,58,49,1,73.06866825208085,0.8489771651823631,-732875.1541069074,49.0,73.45019157088123,3208.0,58.0
71,58,59,51,57,46,1,73.06749925661612,0.9017073126572882,-724283.1989461659,51.0,73.409604519774,3267.0,58.0
71,58,61,63,74,48,1,73.19649977846699,0.859131332104305,-1092699.9694872918,63.0,73.32935916542473,3369.0,58.0
71,58,63,57,67,51,1,73.03150912106136,0.857550425406354,-927481.0692007405,57.0,73.25555555555556,3488.0,58.0
71,58,63,64,75,49,1,73.14264550264551,0.8612972222222222,-1118115.96357978,64.0,73.25541125541126,3483.0,58.0
71,59,57,71,68,41,1,73.49097007223942,1.060121107266436,-1013752.027735083,71.0,73.48538011695906,3192.0,59.0
